Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"BATRK","Liberty Media Corporation Series C Liberty Braves Common Stock","Nasdaq Global Select","Entertainment","http://www.libertymedia.com","Liberty Braves Group through its subsidiary indirectly owns the Atlanta Braves Major League Baseball club, the Atlanta Braves' stadium and associated real estate projects.","","cs","Consumer Cyclical"
"BAX","Baxter International Inc.","New York Stock Exchange","Medical Instruments & Equipment","http://www.baxter.com","Baxter International Inc operates in the healthcare industry. It provides renal and hospital products such as infusion systems and systems, parenteral nutrition therapies, and biosurgery products.","Jose E. Almeida","cs","Healthcare"
"BBBY","Bed Bath & Beyond Inc.","Nasdaq Global Select","Retail - Apparel & Specialty","http://www.bedbathandbeyond.com","Bed Bath & Beyond Inc operates a chain of retail stores. It operates under the names Bed Bath & Beyond, Christmas Tree Shops and Harmon and Harmon Face Values.","Steven H. Temares","cs","Consumer Cyclical"
"BBGI","Beasley Broadcast Group Inc.","NASDAQ Global Market","Entertainment","http://www.bbgi.com","Beasley Broadcast Group Inc is a radio broadcasting company. The company operates radio stations including FM and AM radio stations located in large and mid-sized markets in the United States.","Caroline Beasley","cs","Consumer Cyclical"
"BBSI","Barrett Business Services Inc.","Nasdaq Global Select","Employment Services","http://www.barrettbusiness.com","Barrett Business Services Inc is a provider of staffing solutions in the United States. It conducts its business through two services; Professional Employer Service and Staffing.","Michael L. Elich","cs","Industrials"
"BBT","BB&T Corporation","New York Stock Exchange","Banks","http://www.bbt.com","BB&T Corporation is a financial holding company. It is a regional banking company with a presence primarily in the Southeastern United States. The company provides a range of banking services, and loans to businesses and consumers.","Kelly S. King","cs","Financial Services"
"BBX","BBX Capital Corporation Class A","New York Stock Exchange","Real Estate Services","http://www.bbxcapital.com","BBX Capital Corp is a Florida-based holding company. Its subsidiaries and primary investments, include BBX Capital, Bluegreen Corporation, and Middle Market. The BBX Capital segment consists of BBX Capital's monetization and management of legacy assets.","Alan B. Levan","cs","Real Estate"
"BBY","Best Buy Co. Inc.","New York Stock Exchange","Retail - Apparel & Specialty","http://www.bestbuy.com","Best Buy Co Inc is a U.S transnational consumer electronics company. Its products include tablets and computers, televisions, mobile phones, large and small appliances, entertainment products, digital imaging and related accessories.","Hubert Joly","cs","Consumer Cyclical"
"BC","Brunswick Corporation","New York Stock Exchange","Travel & Leisure","http://www.brunswick.com","Brunswick Corp is engaged in designing, manufacturing and marketing of recreation products including marine engines, boats, fitness and billiards equipment. Its products include sterndrive, yachts, deck boats, marine parts and cardiovascular equipment.","Mark D. Schwabero","cs","Consumer Cyclical"
"BCBP","BCB Bancorp Inc. (NJ)","NASDAQ Global Market","Banks","https://www.bcb.bank","BCB Bancorp Inc is a bank holding company. The company's primary business is the ownership and operation of BCB Community Bank. It offers FDIC-insured deposit products and invests funds held in deposit accounts at the Bank.","Thomas M. Coughlin","cs","Financial Services"
"BCC","Boise Cascade L.L.C.","New York Stock Exchange","Forest Products","http://www.bc.com","Boise Cascade Co is a lumber and wood products manufacturer and distributor. It mainly caters to the construction industry through its array of products comprise of plywood, lumber, roofing and composite decking.","Thomas K. Corrick","cs","Basic Materials"
"BCEI","Bonanza Creek Energy Inc.","New York Stock Exchange","Oil & Gas - E&P","http://www.bonanzacrk.com","Bonanza Creek Energy Inc is an exploration and production company. It is engaged in the extraction of oil and associated liquids-rich natural gas in the United States. Its operations are focused in Rocky Mountain and in the Mid-Continent region.","Eric Greager","cs","Energy"
"BCML","BayCom Corp","Nasdaq Global Select","Banks","http://www.unitedbusinessbank.com","BayCom Corp is a state chartered bank. It offers traditional commercial, personal and business banking products and services to businesses and individuals.","George J. Guarini","cs","Financial Services"
"BCO","Brinks Company (The)","New York Stock Exchange","Consulting & Outsourcing","http://www.brinks.com","The Brink's Co along with its subsidiaries provides secure logistics & security solutions including cash-in-transit, ATM replenishment and maintenance, cash management services, including vault outsourcing, money processing, and intelligent safe services.","Douglas A Pertz","cs","Industrials"
"BCOR","Blucora Inc.","Nasdaq Global Select","Asset Management","http://www.blucora.com","Blucora Inc provides technology-enabled financial solutions to consumers, small business owners, and tax professionals. It offers products in wealth management and tax preparation services and helps individuals manage their financial lives.","John S. Clendening","cs","Financial Services"
"BCOV","Brightcove Inc.","Nasdaq Global Select","Application Software","http://www.brightcove.com","Brightcove Inc offers cloud solutions to deliver and monetize video across connected devices. The company supports its clients to effectively operate their businesses be it broadcasting, publishing, marketing, or enterprise communications.","Hugh Jefferson Ray","cs","Technology"
"BCPC","Balchem Corporation","Nasdaq Global Select","Chemicals","http://www.balchem.com","Balchem Corp is a chemical manufacturer. It develops and sells chemical based ingredients for the food and pharmaceutical industries.","Theodore L. Harris","cs","Basic Materials"
"BCRX","BioCryst Pharmaceuticals Inc.","Nasdaq Global Select","Biotechnology","http://www.biocryst.com","Biocryst Pharmaceuticals Inc is a pharmaceutical company that designs, optimizes and develops novel small-molecule drugs that block key enzymes involved in the infectious and inflammatory diseases. It has its focus on oral treatments for rare diseases.","Jon P. Stonehouse","cs","Healthcare"
"BDC","Belden Inc","New York Stock Exchange","Computer Hardware","http://www.belden.com","Belden Inc is a part of the electronics components industry. Its range of solutions includes broadcast solutions, enterprise connectivity solutions, and industrial connectivity solutions.","John S. Stroup","cs","Technology"
"BDGE","Bridge Bancorp Inc.","Nasdaq Global Select","Banks","https://www.bridgenb.com","Bridge Bancorp Inc is a bank holding company for The Bridgehampton National Bank. It provides commercial and consumer banking business, including saving and deposits from the consumers, commercial and real estate loans and home equity loans.","Kevin M. O'Connor","cs","Financial Services"
"BDN","Brandywine Realty Trust","New York Stock Exchange","REITs","http://www.brandywinerealty.com","Brandywine Realty Trust is a self-administered and self-managed REIT. The company provides leasing, property management, development, redevelopment, acquisition and other tenant-related services.","Gerard H. Sweeney","cs","Real Estate"
